Data;Campeonato;Estadio;Mandante;Visitante;GOLS_H;GOLS_A;Goleiro;Jog1;Jog2;Jog3;Jog4;Jog5;Jog6;Jog7;Jog8;Jog9;Jog10;Jog11;Jog12;Jog13;Jog14;Jog15;Jog16;Jog17;Jog18;Jog19;Jog20;Jog21;Jog22;Jog23;Jog24;LINK
30/10/1974; Campeonato Paulista;Palestra Italia; Palmeiras; Ponte Preta;1;0; Leão; Arouca; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Fedato; de Rosis; Nei; Toninho Vanusa; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741030-palmeiras-x-ponte-preta-campeonato-paulista-1974/
02/11/1974; Campeonato Paulista;Palestra Italia; Palmeiras; Botafogo-SP;3;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Careca; Fedato; Toninho Vanusa; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741102-palmeiras-x-botafogo-sp-campeonato-paulista-1974/
10/11/1974; Campeonato Paulista;Pacaembu; São Paulo; Palmeiras;1;2; Leão; Arouca; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Fedato; Toninho Vanusa; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741110-spfc-x-palmeiras-campeonato-paulista-1974/
13/11/1974; Campeonato Paulista;Pacaembu; Saad; Palmeiras;0;1; Leão; Arouca; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Ronaldo; Leivinha; Fedato; Toninho Vanusa; de Rosis; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741113-saad-x-palmeiras-campeonato-paulista-1974/
17/11/1974; Campeonato Paulista;Palma Travassos; Comercial; Palmeiras;1;1; Leão; Arouca; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Fedato; de Rosis; Toninho Vanusa; Ronaldo; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741117-comercial-x-palmeiras-campeonato-paulista-1974/
24/11/1974; Campeonato Paulista;Pacaembu; Palmeiras; Santos;2;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Dudu; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741124-palmeiras-x-santos-campeonato-paulista-1974/
27/11/1974; Campeonato Paulista;Palestra Italia; Palmeiras; Noroeste;1;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741127-palmeiras-x-noroeste-campeonato-paulista-1974/
30/11/1974; Campeonato Paulista;Pacaembu; Juventus; Palmeiras;2;2; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Toninho Vanusa; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741130-juventus-x-palmeiras-campeonato-paulista-1974/
04/12/1974; Amistoso;Antonio Lins Ribeiro Guimarães; União Barbarense; Palmeiras;0;2; Leão; Tonho; Eurico; Luís Pereira; Arouca; Alfredo; Polaco; Zeca; Jair Gonçalves; Ademir da Guia; Dudu; Careca; Edú Bala; Julião; Leivinha; de Rosis; Ronaldo; Nei; Valdir de Morais;;;;;;;https://www.verdazzo.com.br/jogo/19741204-uniao-barbarense-x-palmeiras-amistoso-1974/
07/12/1974; Campeonato Paulista;Brinco de Ouro; Guarani; Palmeiras;0;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Dudu; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741207-guarani-x-palmeiras-campeonato-paulista-1974/
15/12/1974; Campeonato Paulista;Pacaembu; Palmeiras; Corinthians;4;1; Leão; Eurico; Luís Pereira; Arouca; Jair Gonçalves; Zeca; Dudu; Ademir da Guia; Edú Bala; Leivinha; de Rosis; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741215-palmeiras-x-sccp-campeonato-paulista-1974/
18/12/1974; Campeonato Paulista;Pacaembu; Corinthians; Palmeiras;1;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741218-sccp-x-palmeiras-campeonato-paulista-1974/
22/12/1974; Campeonato Paulista;Morumbi; Palmeiras; Corinthians;1;0; Leão; Jair Gonçalves; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19741222-palmeiras-x-sccp-campeonato-paulista-1974/
19/01/1975; Torneio Laudo Natel;Mário Alves de Mendonça; América-SP; Palmeiras;0;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Fedato; Toninho Vanusa; de Rosis; Nei; Valdir de Morais;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750119-america-sp-x-palmeiras-torneio-laudo-natel-1975/
22/01/1975; Torneio Laudo Natel;Fonte Luminosa; Ferroviária; Palmeiras;0;1; Leão; Eurico; Luís Pereira; Alfredo; Polaco; Zeca; Jair Gonçalves; Ademir da Guia; Ronaldo; de Rosis; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750122-ferroviaria-x-palmeiras-torneio-laudo-natel-1975/
25/01/1975; Torneio Laudo Natel;Palestra Italia; Palmeiras; Juventus;2;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; João Carlos; Jair Gonçalves; Ademir da Guia; Luís Carlos; de Rosis; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750125-palmeiras-x-juventus-torneio-laudo-natel-1975/
02/02/1975; Amistoso;Pedro Ludovico; Goiás; Palmeiras;0;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Dudu; Jair Gonçalves; Ademir da Guia; Luís Carlos; Leivinha; Fedato; Ronaldo; de Rosis; Nei; Valdir de Morais;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750202-goias-x-palmeiras-amistoso-1975/
14/02/1975; Amistoso;Pacaembu; Palmeiras; Yanmar Diesel;6;1; Leão; Tonho; Eurico; Luís Pereira; João Carlos; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Zé Mário; Edú Bala; de Rosis; Leivinha; Fedato; Ronaldo; Nei; Valdir de Morais;;;;;;;;;https://www.verdazzo.com.br/jogo/19750214-palmeiras-x-yanmar-amistoso-1975/
20/02/1975; Torneio Laudo Natel;Pacaembu; Portuguesa; Palmeiras;0;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Valdir de Morais;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750220-portuguesa-x-palmeiras-torneio-laudo-natel-1975/
23/02/1975; Torneio Laudo Natel;Pacaembu; Corinthians; Palmeiras;0;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; João Carlos; Jair Gonçalves; Ademir da Guia; Edú Bala; Fedato; Leivinha; Ronaldo; Nei; Valdir de Morais;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750223-sccp-x-palmeiras-torneio-laudo-natel-1975/
26/02/1975; Torneio Laudo Natel;Pacaembu; Palmeiras; Santos;2;2; Leão; Eurico; Luís Pereira; Alfredo; João Carlos; Jair Gonçalves; Ademir da Guia; Edú Bala; de Rosis; Leivinha; Ronaldo; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750226-palmeiras-x-santos-torneio-laudo-natel-1975/
01/03/1975; Campeonato Paulista;Palestra Italia; Palmeiras; Portuguesa Santista;3;0; Leão; Eurico; Luís Pereira; Alfredo; João Carlos; Édson Cegonha; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Fedato; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750301-palmeiras-x-portuguesa-santista-campeonato-paulista-1975/
09/03/1975; Campeonato Paulista;Pacaembu; Juventus; Palmeiras;1;1; Leão; Eurico; Luís Pereira; Alfredo; Édson Cegonha; Jair Gonçalves; Dudu; Ademir da Guia; Edú Bala; Leivinha; Mário; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750309-juventus-x-palmeiras-campeonato-paulista-1975/
12/03/1975; Torneio Governador do Estado de Goiás;Serra Dourada; Palmeiras; Seleção da Argentina;2;1; Leão; Eurico; Luís Pereira; Alfredo; Édson Cegonha; Dudu; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Zé Mário; Ronaldo; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750312-palmeiras-x-selecao-da-argentina-torneio-governador-do-estado-de-goias-1975/
16/03/1975; Torneio Governador do Estado de Goiás;Serra Dourada; Flamengo; Palmeiras;1;0; Leão; Eurico; Luís Pereira; Alfredo; Édson Cegonha; Jair Gonçalves; Ademir da Guia; Edú Bala; Mário; Leivinha; Fedato; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750316-flamengo-x-palmeiras-torneio-governador-do-estado-de-goias-1975/
20/03/1975; Campeonato Paulista;Palestra Italia; Palmeiras; XV de Piracicaba;1;0; Leão; Eurico; Luís Pereira; Arouca; Édson Cegonha; Jair Gonçalves; Ademir da Guia; Edú Bala; Ronaldo; Leivinha; de Rosis; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750320-palmeiras-x-xv-de-piracicaba-campeonato-paulista-1975/
23/03/1975; Campeonato Paulista;Santa Cruz; Botafogo-SP; Palmeiras;1;2; Leão; Eurico; Luís Pereira; Arouca; Édson Cegonha; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Mário; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750323-botafogo-sp-x-palmeiras-campeonato-paulista-1975/
27/03/1975; Campeonato Paulista;Palestra Italia; Palmeiras; Saad;1;2; Leão; Eurico; Luís Pereira; Arouca; Édson Cegonha; Jair Gonçalves; João Carlos; Ademir da Guia; Edú Bala; Ronaldo; Mário; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750327-palmeiras-x-saad-campeonato-paulista-1975/
30/03/1975; Campeonato Paulista;Jayme Cintra; Paulista; Palmeiras;0;3; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750330-paulista-x-palmeiras-campeonato-paulista-1975/
03/04/1975; Amistoso;Alfredo Jaconi; Juventude; Palmeiras;0;3; Leão; Eurico; Luís Pereira; Alfredo; de Rosis; Zeca; Édson Cegonha; Mário; Ademir da Guia; Zé Mário; Luís Carlos; Fedato; Leivinha; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750403-juventude-x-palmeiras-amistoso-1975/
06/04/1975; Campeonato Paulista;Pacaembu; Santos; Palmeiras;2;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; João Carlos; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750406-santos-x-palmeiras-campeonato-paulista-1975/
09/04/1975; Campeonato Paulista;Palestra Italia; Palmeiras; América-SP;3;1; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Édson Cegonha; Ademir da Guia; Edú Bala; Fedato; Leivinha; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750409-palmeiras-x-america-sp-campeonato-paulista-1975/
13/04/1975; Campeonato Paulista;Fonte Luminosa; Ferroviária; Palmeiras;0;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Édson Cegonha; Ademir da Guia; Edú Bala; Fedato; Leivinha; Mário; de Rosis; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750413-ferroviaria-x-palmeiras-campeonato-paulista-1975/
16/04/1975; Campeonato Paulista;Palestra Italia; Palmeiras; São Bento;3;0; Tonho; João Carlos; Polaco; Alfredo; Zeca; Dudu; Ademir da Guia; Luís Carlos; Fedato; Leivinha; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750416-palmeiras-x-sao-bento-campeonato-paulista-1975/
19/04/1975; Campeonato Paulista;Palestra Italia; Palmeiras; Comercial;2;0; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Fedato; Leivinha; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750419-palmeiras-x-comercial-campeonato-paulista-1975/
23/04/1975; Amistoso;Engenheiro Araripe; Desportiva; Palmeiras;1;5; Tonho; João Carlos; Polaco; Alfredo; Arouca; Zeca; Dudu; Jair Gonçalves; Ademir da Guia; Édson Cegonha; Fedato; Leivinha; de Rosis; Mário; Nei; Oswaldo Brandão;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750423-desportiva-x-palmeiras-amistoso-1975/
27/04/1975; Campeonato Paulista;Pacaembu; Palmeiras; Portuguesa;1;0; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Fedato; Leivinha; Mário; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750427-palmeiras-x-portuguesa-campeonato-paulista-1975/
01/05/1975; Amistoso;Zezinho Magalhães; XV de Jaú; Palmeiras;1;3; Tonho; João Carlos; Eurico; Polaco; Alfredo; Zeca; Dudu; Ronaldo; Ademir da Guia; Fedato; Edú Bala; Leivinha; Mário; Zé Mário; Nei; Oswaldo Brandão;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750501-xv-de-jau-x-palmeiras-amistoso-1975/
04/05/1975; Campeonato Paulista;Bento de Abreu; Marília; Palmeiras;0;2; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Fedato; Leivinha; Mário; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750504-marilia-x-palmeiras-campeonato-paulista-1975/
11/05/1975; Campeonato Paulista;Pacaembu; Palmeiras; Corinthians;2;1; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Dudu; Édson Cegonha; Ronaldo; Fedato; Leivinha; Mário; Edú Bala; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750511-palmeiras-x-sccp-campeonato-paulista-1975/
14/05/1975; Campeonato Paulista;Palestra Italia; Palmeiras; Ponte Preta;0;0; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Édson Cegonha; Jair Gonçalves; Ademir da Guia; Fedato; Leivinha; Ronaldo; Edú Bala; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750514-palmeiras-x-ponte-preta-campeonato-paulista-1975/
18/05/1975; Campeonato Paulista;Brinco de Ouro; Guarani; Palmeiras;0;1; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Fedato; Leivinha; Edú Bala; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750518-guarani-x-palmeiras-campeonato-paulista-1975/
21/05/1975; Campeonato Paulista;Alfredo de Castilho; Noroeste; Palmeiras;0;0; Leão; Eurico; Luís Pereira; Alfredo; João Carlos; Jair Gonçalves; Ademir da Guia; Edú Bala; Zé Mário; de Rosis; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750521-noroeste-x-palmeiras-campeonato-paulista-1975/
25/05/1975; Campeonato Paulista;Morumbi; São Paulo; Palmeiras;1;0; Leão; João Carlos; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Fedato; Edú Bala; Leivinha; Ronaldo; Zé Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750525-spfc-x-palmeiras-campeonato-paulista-1975/
29/05/1975; Campeonato Paulista;Palestra Italia; Palmeiras; Ferroviária;3;3; Leão; João Carlos; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Fedato; Mário; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750529-palmeiras-x-ferroviaria-campeonato-paulista-1975/
01/06/1975; Campeonato Paulista;Mário Alves de Mendonça; América-SP; Palmeiras;1;2; Leão; Tonho; Eurico; Luís Pereira; Alfredo; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Ronaldo; Leivinha; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750601-america-sp-x-palmeiras-campeonato-paulista-1975/
11/06/1975; Campeonato Paulista;Palestra Italia; Palmeiras; Guarani;1;0; Tonho; Eurico; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Ronaldo; Leivinha; Mário; de Rosis; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750611-palmeiras-x-guarani-campeonato-paulista-1975/
15/06/1975; Campeonato Paulista;Pacaembu; Corinthians; Palmeiras;2;0; Tonho; Eurico; Luís Pereira; Alfredo; Zeca; Dudu; Ademir da Guia; Edú Bala; Leivinha; Mário; Ronaldo; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750615-sccp-x-palmeiras-campeonato-paulista-1975/
29/06/1975; Campeonato Paulista;Palestra Italia; Palmeiras; XV de Piracicaba;2;0; Leão; Eurico; Luís Pereira; Alfredo; Zeca; Dudu; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750629-palmeiras-x-xv-de-piracicaba-campeonato-paulista-1975/
03/07/1975; Amistoso;Pacaembu; Palmeiras; Juventus-ITA;2;0; Leão; Eurico; Luís Pereira; Arouca; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Mário; Leivinha; Fedato; Nei; Ronaldo; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750703-palmeiras-x-juventus-ita-amistoso-1975/
06/07/1975; Campeonato Paulista;Pacaembu; Saad; Palmeiras;1;2; Leão; Eurico; Luís Pereira; Arouca; Zeca; Jair Gonçalves; Ademir da Guia; Edú Bala; Leivinha; Zé Mário; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750706-saad-x-palmeiras-campeonato-paulista-1975/
10/07/1975; Campeonato Paulista;Pacaembu; Juventus; Palmeiras;1;2; Leão; Eurico; Luís Pereira; Arouca; Zeca; Jair Gonçalves; Édson Cegonha; Ademir da Guia; Edú Bala; Ronaldo; Leivinha; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750710-juventus-x-palmeiras-campeonato-paulista-1975/
13/07/1975; Campeonato Paulista;Moisés Lucarelli; Ponte Preta; Palmeiras;0;1; Leão; Eurico; Arouca; Alfredo; Zeca; Édson Cegonha; Jair Gonçalves; Ademir da Guia; Edú Bala; Ronaldo; Zé Mário; Fedato; Nei; Oswaldo Brandão;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750713-ponte-preta-x-palmeiras-campeonato-paulista-1975/
20/07/1975; Campeonato Paulista;Pacaembu; Palmeiras; São Paulo;1;1; Leão; Eurico; Luís Pereira; Alfredo; Arouca; Zeca; Jair Gonçalves; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750720-palmeiras-x-spfc-campeonato-paulista-1975/
27/07/1975; Campeonato Paulista;Morumbi; Santos; Palmeiras;0;2; Leão; Eurico; Luís Pereira; Arouca; João Carlos; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; Ronaldo; Nei; Valdir de Morais;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750727-santos-x-palmeiras-campeonato-paulista-1975/
31/07/1975; Campeonato Paulista;Morumbi; Portuguesa; Palmeiras;3;0; Leão; Eurico; Luís Pereira; Jair Gonçalves; Arouca; João Carlos; Édson Cegonha; Ademir da Guia; Edú Bala; Ronaldo; Leivinha; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750731-portuguesa-x-palmeiras-campeonato-paulista-1975/
03/08/1975; Campeonato Paulista;Morumbi; São Paulo; Palmeiras;0;0; Leão; Eurico; João Carlos; Arouca; Zeca; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; de Rosis; Fedato; Ronaldo; Nei; Valdir de Morais;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750803-spfc-x-palmeiras-campeonato-paulista-1975/
07/08/1975; Campeonato Paulista;Morumbi; Palmeiras; Corinthians;1;2; Leão; Eurico; Luís Pereira; Arouca; Zeca; João Carlos; Édson Cegonha; Ronaldo; Ademir da Guia; Edú Bala; Leivinha; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750807-palmeiras-x-sccp-campeonato-paulista-1975/
10/08/1975; Campeonato Paulista;Morumbi; Palmeiras; América-SP;1;2; Leão; Eurico; Polaco; Arouca; Donizetti; Jair Gonçalves; Ademir da Guia; Edú Bala; Ronaldo; Leivinha; Fedato; Nei; Valdir de Morais;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750810-palmeiras-x-america-sp-campeonato-paulista-1975/
15/08/1975; Amistoso;Barão de Serra Negra; XV de Piracicaba; Palmeiras;0;0; Leão; Bernardino; Eurico; Arouca; Jair Gonçalves; Donizetti; Édson Cegonha; Zé Mário; de Rosis; Edú Bala; Reinaldo; Leivinha; Fedato; Maurício; Nei; João Carlos; Hélio Maffia;;;;;;;;;https://www.verdazzo.com.br/jogo/19750815-xv-de-piracicaba-x-palmeiras-amistoso-1975/
21/08/1975; Campeonato Brasileiro;Pacaembu; Palmeiras; Guarani;1;1; Leão; Eurico; Luís Pereira; Jair Gonçalves; João Carlos; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; Mário; Itamar; Fedato; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750821-palmeiras-x-guarani-campeonato-brasileiro-1975/
24/08/1975; Campeonato Brasileiro;Pacaembu; Palmeiras; Fluminense;3;1; Leão; Eurico; Luís Pereira; Arouca; João Carlos; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; Itamar; Mário; Nei; Fedato; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750824-palmeiras-x-fluminense-campeonato-brasileiro-1975/
30/08/1975; Troféu Ramón de Carranza;Ramón de Carranza; Real Zaragoza; Palmeiras;0;1; Leão; Eurico; Luís Pereira; Arouca; João Carlos; Édson Cegonha; Ademir da Guia; Edú Bala; Leivinha; Didi; Mário; Itamar; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750830-real-zaragoza-x-palmeiras-trofeu-ramon-de-carranza-1975/
31/08/1975; Troféu Ramón de Carranza;Ramón de Carranza; Real Madrid; Palmeiras;1;3; Leão; Eurico; Luís Pereira; Arouca; João Carlos; Édson Cegonha; Didi; Ademir da Guia; Edú Bala; Leivinha; Fedato; Itamar; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750831-real-madrid-x-palmeiras-trofeu-ramon-de-carranza-1975/
06/09/1975; Campeonato Brasileiro;Palestra Italia; Palmeiras; Ceará;2;0; Leão; Eurico; Arouca; Alfredo; João Carlos; Jair Gonçalves; Didi; Ademir da Guia; Edú Bala; de Rosis; Fedato; Itamar; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750906-palmeiras-x-ceara-campeonato-brasileiro-1975/
14/09/1975; Campeonato Brasileiro;Mineirão; Cruzeiro; Palmeiras;2;0; Leão; Eurico; Arouca; Alfredo; Jorge Tabajara; Didi; Ademir da Guia; Edú Bala; Fedato; Zé Mário; Itamar; Mário; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750914-cruzeiro-x-palmeiras-campeonato-brasileiro-1975/
17/09/1975; Campeonato Brasileiro;Couto Pereira; Atlético-PR; Palmeiras;2;4; Leão; Eurico; Arouca; Alfredo; Jorge Tabajara; Didi; Ademir da Guia; Edú Bala; Zé Mário; de Rosis; Itamar; Fedato; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750917-atletico-pr-x-palmeiras-campeonato-brasileiro-1975/
21/09/1975; Campeonato Brasileiro;Morumbi; Palmeiras; Corinthians;1;1; Leão; Eurico; Arouca; Alfredo; Jorge Tabajara; João Carlos; Didi; Ademir da Guia; Edú Bala; de Rosis; Itamar; Fedato; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750921-palmeiras-x-sccp-campeonato-brasileiro-1975/
24/09/1975; Campeonato Brasileiro;Mineirão; América-MG; Palmeiras;0;0; Leão; Eurico; Arouca; Alfredo; João Carlos; Didi; Toninho Vanusa; Dudu; Zuza; de Rosis; Fedato; Itamar; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750924-america-mg-x-palmeiras-campeonato-brasileiro-1975/
28/09/1975; Campeonato Brasileiro;Vivaldão; Nacional-AM; Palmeiras;1;1; Leão; Eurico; Arouca; Alfredo; João Carlos; Dudu; Jair Gonçalves; Didi; Edú Bala; de Rosis; Fedato; Itamar; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19750928-nacional-am-x-palmeiras-campeonato-brasileiro-1975/
01/10/1975; Campeonato Brasileiro;Baenão; Paysandu; Palmeiras;0;0; Leão; Eurico; Arouca; Alfredo; João Carlos; Didi; Ademir da Guia; Edú Bala; Zuza; de Rosis; Dudu; Fedato; Nei; Dino Sani;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19751001-paysandu-x-palmeiras-campeonato-brasileiro-1975/
05/10/1975; Campeonato Brasileiro;Albertão; Tiradentes; Palmeiras;1;0; Leão; Eurico; Arouca; Alfredo; João Carlos; Didi; Ademir da Guia; Zuza; Toninho Vanusa; de Rosis; Fedato; Nei; Dino Sani;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19751005-tiradentes-x-palmeiras-campeonato-brasileiro-1975/
